customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,num_support_tickets,payment_method,churn
CUST_01665,46,66.92,3492.04,Two year,Fiber optic,1,Electronic check,0
CUST_01666,44,57.31,2394.94,Two year,Fiber optic,2,Electronic check,0
CUST_01667,46,77.64,3161.11,Two year,Fiber optic,1,Bank transfer (automatic),0
CUST_01668,50,69.32,3735.48,Month-to-month,No,0,Bank transfer (automatic),0
CUST_01669,65,80.48,4768.84,Month-to-month,Fiber optic,1,Electronic check,1
CUST_01670,57,63.49,3180.51,Two year,Fiber optic,1,Mailed check,0
CUST_01671,3,18.0,57.08,Month-to-month,Fiber optic,0,Mailed check,1
CUST_01672,51,92.82,4799.45,One year,Fiber optic,0,Mailed check,0
CUST_01673,53,69.52,3617.72,One year,Fiber optic,2,Electronic check,0
CUST_01674,40,49.58,1717.64,Month-to-month,Fiber optic,1,Electronic check,0
CUST_01675,45,64.78,2489.1,One year,DSL,0,Electronic check,0
CUST_01676,6,22.08,129.18,Two year,DSL,1,Credit card (automatic),0
CUST_01677,19,64.18,1256.9,One year,DSL,4,Credit card (automatic),0
CUST_01678,63,91.61,6424.0,Month-to-month,No,0,Electronic check,0
CUST_01679,1,18.0,50.0,Two year,Fiber optic,1,Electronic check,0
CUST_01680,71,82.72,5850.6,Month-to-month,Fiber optic,1,Mailed check,0
CUST_01681,17,61.77,947.99,One year,Fiber optic,4,Electronic check,0
CUST_01682,57,55.98,2863.06,Two year,Fiber optic,0,Credit card (automatic),0
CUST_01683,16,31.37,518.67,One year,No,1,Mailed check,0
CUST_01684,3,35.0,100.42,Month-to-month,No,2,Credit card (automatic),1
CUST_01685,44,83.73,3303.66,Month-to-month,No,0,Electronic check,1
CUST_01686,55,72.27,3853.48,Month-to-month,No,3,Credit card (automatic),0
CUST_01687,7,27.21,203.92,Month-to-month,DSL,0,Credit card (automatic),1
CUST_01688,20,70.75,1235.89,Month-to-month,DSL,0,Bank transfer (automatic),1
CUST_01689,22,52.14,1020.83,One year,Fiber optic,0,Credit card (automatic),0
CUST_01690,70,65.17,4678.6,Month-to-month,Fiber optic,1,Mailed check,0
CUST_01691,23,49.6,1158.0,One year,DSL,2,Electronic check,0
CUST_01692,5,40.52,181.61,Two year,Fiber optic,1,Mailed check,0
CUST_01693,71,103.66,7584.17,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01694,7,51.81,377.09,One year,DSL,1,Credit card (automatic),0
CUST_01695,36,69.52,2189.64,One year,DSL,2,Mailed check,0
CUST_01696,14,53.8,804.24,Month-to-month,No,2,Bank transfer (automatic),1
CUST_01697,19,24.61,413.27,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01698,55,69.69,4130.04,One year,Fiber optic,2,Electronic check,0
CUST_01699,10,35.43,326.87,Two year,No,4,Bank transfer (automatic),0
CUST_01700,47,88.47,3815.34,One year,No,3,Mailed check,0
CUST_01701,41,66.82,2879.36,Two year,Fiber optic,1,Electronic check,0
CUST_01702,53,68.68,3816.95,Two year,Fiber optic,0,Credit card (automatic),0
CUST_01703,12,53.12,593.49,Month-to-month,DSL,0,Bank transfer (automatic),1
CUST_01704,26,52.26,1548.49,One year,Fiber optic,0,Bank transfer (automatic),0
CUST_01705,1,43.96,50.0,Month-to-month,DSL,1,Electronic check,1
CUST_01706,64,98.78,6141.38,Two year,Fiber optic,3,Electronic check,0
CUST_01707,72,97.35,6379.43,Month-to-month,Fiber optic,1,Bank transfer (automatic),0
CUST_01708,33,43.39,1242.0,Month-to-month,DSL,1,Credit card (automatic),1
CUST_01709,39,76.89,3285.95,Two year,Fiber optic,2,Electronic check,0
CUST_01710,10,61.18,581.41,Month-to-month,Fiber optic,5,Credit card (automatic),1
CUST_01711,64,75.79,4836.64,One year,Fiber optic,1,Credit card (automatic),0
CUST_01712,56,82.51,5014.58,Month-to-month,DSL,1,Credit card (automatic),1
CUST_01713,9,56.63,449.62,Two year,DSL,2,Bank transfer (automatic),0
CUST_01714,39,64.02,2585.34,Two year,Fiber optic,2,Mailed check,0
CUST_01715,13,44.41,553.59,Month-to-month,No,4,Credit card (automatic),0
CUST_01716,43,50.96,2411.64,One year,No,0,Mailed check,0
CUST_01717,48,55.66,2582.65,Month-to-month,DSL,2,Electronic check,0
CUST_01718,28,49.88,1586.66,One year,Fiber optic,1,Mailed check,0
CUST_01719,32,62.18,1914.34,One year,Fiber optic,1,Mailed check,0
CUST_01720,52,100.9,4509.62,Two year,No,3,Mailed check,0
CUST_01721,12,,358.17,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01722,3,49.71,132.55,Month-to-month,Fiber optic,4,Mailed check,1
CUST_01723,30,58.27,1558.91,One year,Fiber optic,2,Electronic check,0
CUST_01724,36,53.7,1922.59,One year,DSL,0,Credit card (automatic),0
CUST_01725,21,32.44,637.83,Month-to-month,DSL,2,Electronic check,1
CUST_01726,31,37.67,1182.89,Month-to-month,,0,Electronic check,1
CUST_01727,8,57.68,483.46,Month-to-month,Fiber optic,1,Credit card (automatic),1
CUST_01728,54,93.81,5673.79,Two year,Fiber optic,3,Credit card (automatic),0
CUST_01729,56,77.69,4073.42,Month-to-month,Fiber optic,1,Bank transfer (automatic),0
CUST_01730,20,51.04,1024.09,Month-to-month,DSL,1,Mailed check,0
CUST_01731,47,76.02,3853.01,Two year,No,1,Bank transfer (automatic),0
CUST_01732,17,42.22,735.58,Month-to-month,Fiber optic,2,Credit card (automatic),1
CUST_01733,29,47.81,1328.83,One year,No,1,Credit card (automatic),0
CUST_01734,24,36.81,773.75,Month-to-month,DSL,0,Electronic check,0
CUST_01735,70,96.53,6128.49,Two year,No,3,Credit card (automatic),0
CUST_01736,35,52.69,1587.99,One year,No,3,Bank transfer (automatic),0
CUST_01737,46,53.83,2561.45,Two year,No,0,Electronic check,0
CUST_01738,16,43.87,703.2,Month-to-month,No,0,Electronic check,0
CUST_01739,67,87.86,5532.75,Month-to-month,Fiber optic,3,Electronic check,0
CUST_01740,50,48.49,2751.72,One year,Fiber optic,1,Credit card (automatic),0
CUST_01741,8,35.85,,Month-to-month,Fiber optic,2,Mailed check,1
CUST_01742,24,50.75,1396.87,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01743,37,60.49,2149.4,Month-to-month,No,1,Electronic check,0
CUST_01744,31,34.02,1093.42,Two year,DSL,1,Credit card (automatic),0
CUST_01745,58,88.29,4828.84,One year,Fiber optic,1,Mailed check,0
CUST_01746,41,63.84,2956.89,One year,No,2,Credit card (automatic),0
CUST_01747,41,70.87,2693.53,One year,DSL,2,Bank transfer (automatic),0
CUST_01748,28,68.94,1754.37,Month-to-month,DSL,2,Credit card (automatic),1
CUST_01749,61,72.31,4592.21,Month-to-month,DSL,0,Bank transfer (automatic),0
CUST_01750,51,42.89,2072.99,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01751,51,91.37,5179.7,One year,No,1,Credit card (automatic),0
CUST_01752,48,36.91,1570.42,Month-to-month,DSL,0,Mailed check,0
CUST_01753,48,72.91,3039.04,Two year,Fiber optic,3,Credit card (automatic),0
CUST_01754,55,93.55,4415.69,Two year,Fiber optic,2,Electronic check,0
CUST_01755,17,30.23,483.63,Month-to-month,Fiber optic,0,Bank transfer (automatic),1
CUST_01756,38,61.24,2540.89,One year,Fiber optic,3,Credit card (automatic),0
CUST_01757,10,39.4,443.89,Month-to-month,No,2,Credit card (automatic),1
CUST_01758,27,48.93,1481.01,Two year,DSL,1,Mailed check,0
CUST_01759,21,35.98,853.27,Two year,DSL,1,Mailed check,0
CUST_01760,15,38.37,540.79,Two year,Fiber optic,2,Credit card (automatic),0
CUST_01761,40,78.9,3205.36,Month-to-month,Fiber optic,2,Electronic check,0
CUST_01762,32,48.73,1489.31,Month-to-month,Fiber optic,1,Credit card (automatic),1
CUST_01763,33,57.43,2012.15,Month-to-month,DSL,0,Electronic check,0
CUST_01764,63,77.95,5512.8,Month-to-month,DSL,3,Electronic check,0
CUST_01765,27,63.21,1535.15,Month-to-month,No,0,Credit card (automatic),1
CUST_01766,9,47.95,429.2,Month-to-month,DSL,1,Mailed check,1
CUST_01767,57,74.02,4154.55,Two year,Fiber optic,1,Mailed check,0
CUST_01768,16,45.5,816.99,Month-to-month,Fiber optic,0,Electronic check,1
CUST_01769,71,113.56,8000.0,Month-to-month,DSL,3,Credit card (automatic),0
CUST_01770,48,55.88,2972.82,Two year,DSL,1,Bank transfer (automatic),0
CUST_01771,19,27.53,561.65,One year,Fiber optic,0,Credit card (automatic),0
CUST_01772,42,72.09,3406.46,One year,Fiber optic,2,Mailed check,0
CUST_01773,68,68.39,5343.58,One year,DSL,1,Mailed check,0
CUST_01774,66,59.17,3472.16,Two year,Fiber optic,0,Electronic check,0
CUST_01775,29,37.96,1236.89,One year,DSL,2,Mailed check,0
CUST_01776,3,29.18,88.92,Month-to-month,DSL,0,Electronic check,0
CUST_01777,6,18.0,100.51,One year,DSL,2,Electronic check,0
CUST_01778,64,,4955.89,Month-to-month,DSL,1,Mailed check,0
CUST_01779,48,22.24,1066.14,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01780,53,77.15,4139.38,Month-to-month,No,1,Mailed check,0
CUST_01781,52,72.66,3633.43,Month-to-month,DSL,0,Mailed check,1
CUST_01782,56,71.75,4194.06,One year,Fiber optic,1,Mailed check,0
CUST_01783,37,73.28,2855.47,Month-to-month,Fiber optic,1,Bank transfer (automatic),1
CUST_01784,28,65.95,1603.79,Month-to-month,Fiber optic,2,Credit card (automatic),1
CUST_01785,17,33.6,617.58,Month-to-month,Fiber optic,1,Credit card (automatic),0
CUST_01786,23,41.87,976.04,Two year,DSL,2,Credit card (automatic),0
CUST_01787,55,79.6,4869.51,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01788,2,43.82,91.6,One year,DSL,2,Mailed check,0
CUST_01789,11,39.57,499.74,Two year,Fiber optic,2,Credit card (automatic),0
CUST_01790,57,53.99,3300.88,Month-to-month,DSL,1,Credit card (automatic),1
CUST_01791,47,87.25,4030.14,One year,Fiber optic,3,Bank transfer (automatic),1
CUST_01792,12,39.9,441.29,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01793,3,35.7,111.39,Month-to-month,Fiber optic,2,Credit card (automatic),1
CUST_01794,17,18.0,305.76,One year,DSL,0,Credit card (automatic),0
CUST_01795,9,43.09,379.96,Two year,Fiber optic,1,Mailed check,0
CUST_01796,20,40.27,884.69,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01797,60,75.52,5098.28,One year,Fiber optic,2,Credit card (automatic),0
CUST_01798,63,78.86,4904.18,Month-to-month,DSL,3,Bank transfer (automatic),0
CUST_01799,21,43.13,778.28,One year,DSL,0,Electronic check,0
CUST_01800,21,51.92,1214.24,One year,DSL,1,Electronic check,0
CUST_01801,60,72.91,3775.8,One year,Fiber optic,1,Bank transfer (automatic),0
CUST_01802,31,74.51,2274.71,One year,Fiber optic,4,Bank transfer (automatic),1
CUST_01803,16,23.97,364.2,Month-to-month,Fiber optic,0,Credit card (automatic),0
CUST_01804,54,69.37,3589.78,One year,Fiber optic,2,Electronic check,0
CUST_01805,36,62.04,2326.74,One year,Fiber optic,0,Electronic check,0
CUST_01806,65,76.65,5513.66,One year,Fiber optic,1,Bank transfer (automatic),0
CUST_01807,64,101.3,6911.29,Month-to-month,Fiber optic,1,Electronic check,0
CUST_01808,57,78.42,4383.86,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01809,70,75.98,5751.56,Month-to-month,DSL,2,Bank transfer (automatic),0
CUST_01810,39,37.37,1521.44,Month-to-month,No,0,Electronic check,0
CUST_01811,40,66.41,2649.4,Month-to-month,No,0,Credit card (automatic),0
CUST_01812,1,18.51,50.0,Month-to-month,Fiber optic,0,Electronic check,1
CUST_01813,13,50.9,659.27,One year,No,1,Credit card (automatic),0
CUST_01814,12,32.62,425.04,Month-to-month,No,1,Bank transfer (automatic),0
CUST_01815,67,86.0,6083.06,Two year,Fiber optic,1,Mailed check,0
CUST_01816,19,54.17,1124.46,Month-to-month,,4,Credit card (automatic),1
CUST_01817,45,64.07,3302.15,One year,Fiber optic,0,Electronic check,0
CUST_01818,30,66.75,2285.18,Month-to-month,DSL,2,Credit card (automatic),1
CUST_01819,56,70.03,,Month-to-month,DSL,0,Electronic check,0
CUST_01820,27,54.53,1584.73,One year,Fiber optic,0,Credit card (automatic),0
CUST_01821,68,68.02,5309.51,Two year,Fiber optic,2,Electronic check,0
CUST_01822,38,69.39,2616.85,Month-to-month,DSL,2,Bank transfer (automatic),1
CUST_01823,18,44.18,710.11,Month-to-month,Fiber optic,1,Electronic check,1
CUST_01824,30,45.85,1502.44,One year,Fiber optic,0,Mailed check,0
CUST_01825,27,22.41,545.65,One year,Fiber optic,1,Electronic check,0
CUST_01826,53,51.88,2760.19,Month-to-month,DSL,1,Electronic check,0
CUST_01827,24,64.93,1746.02,Month-to-month,Fiber optic,4,Electronic check,1
CUST_01828,4,36.94,160.38,Month-to-month,DSL,1,Electronic check,1
CUST_01829,57,89.01,4793.17,Two year,DSL,3,Bank transfer (automatic),0
CUST_01830,72,82.51,5465.93,Month-to-month,DSL,0,Mailed check,0
CUST_01831,19,25.82,506.49,Month-to-month,DSL,0,Electronic check,1
CUST_01832,61,61.46,4037.56,Two year,DSL,0,Credit card (automatic),0
CUST_01833,3,18.0,58.28,Month-to-month,Fiber optic,2,Bank transfer (automatic),1
CUST_01834,25,46.5,,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01835,1,53.17,50.0,Month-to-month,DSL,1,Mailed check,1
CUST_01836,29,47.1,1448.18,Month-to-month,No,0,Mailed check,0
CUST_01837,44,60.08,2768.28,Month-to-month,Fiber optic,2,Bank transfer (automatic),1
CUST_01838,70,81.31,5522.89,Month-to-month,No,0,Credit card (automatic),0
CUST_01839,61,76.67,5376.6,One year,Fiber optic,1,Bank transfer (automatic),0
CUST_01840,68,58.56,3921.27,One year,DSL,0,Credit card (automatic),0
CUST_01841,47,70.15,2872.02,Month-to-month,,1,Bank transfer (automatic),1
CUST_01842,29,60.4,1520.12,One year,No,3,Credit card (automatic),0
CUST_01843,66,75.75,4888.7,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01844,5,52.86,273.49,Two year,Fiber optic,0,Bank transfer (automatic),0
CUST_01845,59,70.98,4815.14,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01846,72,108.97,7694.23,One year,Fiber optic,1,Bank transfer (automatic),0
CUST_01847,2,30.17,61.68,Month-to-month,Fiber optic,3,Electronic check,1
CUST_01848,48,54.28,2873.61,One year,Fiber optic,2,Electronic check,0
CUST_01849,64,66.48,4522.57,Month-to-month,,0,Electronic check,0
CUST_01850,50,88.08,4947.04,One year,DSL,2,Electronic check,0
CUST_01851,71,77.2,5710.2,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01852,20,46.39,1049.62,Two year,DSL,5,Bank transfer (automatic),0
CUST_01853,46,70.38,3374.71,Month-to-month,Fiber optic,1,Electronic check,1
CUST_01854,59,67.6,3543.25,One year,No,0,Mailed check,0
CUST_01855,6,41.19,235.56,Two year,DSL,1,Electronic check,0
CUST_01856,41,54.24,2199.52,Two year,DSL,1,Credit card (automatic),0
CUST_01857,70,78.92,6023.11,Month-to-month,DSL,2,Credit card (automatic),0
CUST_01858,34,81.11,2589.95,Month-to-month,Fiber optic,2,Electronic check,0
CUST_01859,59,66.71,3927.28,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01860,54,62.67,3104.41,Month-to-month,Fiber optic,1,Credit card (automatic),0
CUST_01861,20,51.04,982.35,One year,No,1,Bank transfer (automatic),0
CUST_01862,27,18.0,453.95,Two year,No,0,Credit card (automatic),0
CUST_01863,36,71.59,2917.2,Two year,No,2,Mailed check,0
CUST_01864,31,75.76,2633.53,Month-to-month,No,1,Electronic check,0
CUST_01865,43,69.78,3208.12,One year,Fiber optic,0,Bank transfer (automatic),0
CUST_01866,47,54.61,2275.92,Two year,Fiber optic,1,Electronic check,0
CUST_01867,30,40.32,1370.14,Two year,Fiber optic,0,Credit card (automatic),0
CUST_01868,47,76.87,3240.93,Month-to-month,Fiber optic,3,Bank transfer (automatic),1
CUST_01869,48,67.78,2818.72,Month-to-month,DSL,0,Electronic check,0
CUST_01870,70,113.87,6880.73,Two year,DSL,3,Mailed check,0
CUST_01871,59,100.03,5511.94,Month-to-month,DSL,2,Credit card (automatic),0
CUST_01872,41,59.72,2199.45,Month-to-month,Fiber optic,1,Credit card (automatic),0
CUST_01873,13,33.52,392.75,Two year,Fiber optic,1,Mailed check,0
CUST_01874,24,34.82,781.53,Two year,DSL,0,Credit card (automatic),0
CUST_01875,24,60.93,1630.02,Two year,Fiber optic,2,Electronic check,0
CUST_01876,21,59.26,1395.62,One year,Fiber optic,1,Credit card (automatic),0
CUST_01877,69,90.02,6968.25,Month-to-month,Fiber optic,2,Bank transfer (automatic),1
CUST_01878,39,69.69,2948.01,Month-to-month,DSL,3,Electronic check,0
CUST_01879,72,120.0,8000.0,Month-to-month,DSL,4,Bank transfer (automatic),0
CUST_01880,9,44.86,414.55,One year,Fiber optic,1,Bank transfer (automatic),1
CUST_01881,52,50.97,3042.82,Month-to-month,Fiber optic,2,Bank transfer (automatic),0
CUST_01882,43,58.99,2393.68,One year,No,0,Mailed check,0
CUST_01883,55,75.92,4468.84,Month-to-month,Fiber optic,1,Bank transfer (automatic),0
CUST_01884,29,49.47,1247.31,One year,No,1,Credit card (automatic),0
CUST_01885,38,79.54,2648.81,Month-to-month,DSL,2,Mailed check,1
CUST_01886,26,41.84,1115.68,Month-to-month,Fiber optic,0,Electronic check,1
CUST_01887,51,62.98,3556.28,Month-to-month,No,2,Credit card (automatic),0
CUST_01888,14,27.68,434.23,Month-to-month,DSL,0,Bank transfer (automatic),0
CUST_01889,48,75.99,3130.69,Two year,Fiber optic,1,Mailed check,0
CUST_01890,36,42.04,1415.55,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01891,58,78.98,5069.66,Month-to-month,Fiber optic,3,Electronic check,0
CUST_01892,3,37.57,114.41,One year,DSL,0,Credit card (automatic),0
CUST_01893,14,24.38,307.02,One year,Fiber optic,1,Mailed check,1
CUST_01894,44,61.25,2660.0,Month-to-month,Fiber optic,3,Electronic check,1
CUST_01895,27,26.26,770.44,Month-to-month,DSL,0,Credit card (automatic),0
CUST_01896,21,35.55,808.7,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01897,68,,5508.4,One year,DSL,0,Electronic check,0
CUST_01898,66,79.45,4491.08,Month-to-month,DSL,1,Credit card (automatic),1
CUST_01899,7,19.6,129.31,Month-to-month,Fiber optic,0,Credit card (automatic),1
CUST_01900,38,64.31,2299.6,Month-to-month,No,3,Credit card (automatic),0
CUST_01901,49,93.96,4271.03,One year,DSL,4,Electronic check,0
CUST_01902,57,83.61,4674.83,Month-to-month,Fiber optic,2,Electronic check,0
CUST_01903,15,62.61,915.09,Two year,Fiber optic,0,Bank transfer (automatic),0
CUST_01904,62,80.02,4812.42,Month-to-month,DSL,3,Credit card (automatic),0
CUST_01905,48,62.51,2942.8,One year,DSL,1,Electronic check,0
CUST_01906,64,82.55,4985.47,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01907,49,62.53,3506.05,Month-to-month,Fiber optic,1,Electronic check,1
CUST_01908,63,84.08,5409.23,Month-to-month,No,2,Mailed check,0
CUST_01909,3,18.0,53.41,Two year,Fiber optic,0,Bank transfer (automatic),0
CUST_01910,17,34.15,535.23,Two year,Fiber optic,0,Electronic check,0
CUST_01911,39,66.73,2411.68,Month-to-month,No,0,Bank transfer (automatic),0
CUST_01912,22,69.94,1658.48,Month-to-month,No,1,Bank transfer (automatic),1
CUST_01913,15,54.39,795.07,Two year,No,0,Mailed check,0
CUST_01914,51,76.31,3688.26,Month-to-month,DSL,2,Credit card (automatic),1
CUST_01915,72,92.87,6057.12,Month-to-month,No,1,Electronic check,0
CUST_01916,39,64.67,2895.88,Month-to-month,No,1,Electronic check,0
CUST_01917,44,53.55,2258.52,One year,Fiber optic,0,Mailed check,0
CUST_01918,44,62.19,2484.07,One year,Fiber optic,3,Bank transfer (automatic),0
CUST_01919,31,66.28,2201.1,One year,No,3,Electronic check,0
CUST_01920,49,62.88,3453.59,Two year,Fiber optic,0,Credit card (automatic),0
CUST_01921,59,100.27,6371.53,Month-to-month,Fiber optic,4,Electronic check,1
CUST_01922,9,18.0,155.79,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01923,20,56.92,1217.81,Month-to-month,Fiber optic,4,Credit card (automatic),1
CUST_01924,13,54.41,668.95,Month-to-month,Fiber optic,1,Credit card (automatic),0
CUST_01925,58,87.32,,Month-to-month,DSL,2,Bank transfer (automatic),0
CUST_01926,46,50.0,2025.79,Month-to-month,DSL,0,Electronic check,0
CUST_01927,49,48.49,2223.19,Month-to-month,Fiber optic,0,Mailed check,0
CUST_01928,46,65.75,3031.78,One year,Fiber optic,1,Electronic check,0
CUST_01929,39,70.12,2384.8,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01930,59,78.4,4949.95,Month-to-month,No,0,Bank transfer (automatic),0
CUST_01931,12,49.49,578.31,One year,Fiber optic,3,Mailed check,0
CUST_01932,50,81.7,4122.14,One year,Fiber optic,2,Bank transfer (automatic),0
CUST_01933,61,76.89,4633.37,One year,,0,Bank transfer (automatic),0
CUST_01934,15,62.19,991.89,Two year,Fiber optic,4,Electronic check,0
CUST_01935,52,82.35,4457.04,One year,No,1,Electronic check,0
CUST_01936,6,33.46,213.12,Month-to-month,Fiber optic,2,Credit card (automatic),1
CUST_01937,12,32.97,363.87,Month-to-month,No,2,Electronic check,1
CUST_01938,29,70.45,2121.31,One year,No,3,Electronic check,0
CUST_01939,72,76.47,5540.59,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01940,27,27.74,653.41,Month-to-month,Fiber optic,1,Bank transfer (automatic),1
CUST_01941,31,66.93,1798.14,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01942,56,72.85,4178.62,Month-to-month,Fiber optic,0,Bank transfer (automatic),0
CUST_01943,58,82.91,4930.21,Month-to-month,DSL,2,Mailed check,0
CUST_01944,49,66.48,3524.07,Month-to-month,DSL,1,Bank transfer (automatic),1
CUST_01945,3,41.95,135.84,Two year,DSL,1,Electronic check,0
CUST_01946,63,64.5,4009.55,Two year,Fiber optic,1,Credit card (automatic),0
CUST_01947,19,44.74,831.97,Month-to-month,DSL,1,Credit card (automatic),0
CUST_01948,37,57.99,2073.79,Two year,Fiber optic,0,Bank transfer (automatic),0
CUST_01949,53,78.51,4713.66,Month-to-month,Fiber optic,1,Mailed check,1
CUST_01950,21,30.3,672.4,Two year,Fiber optic,2,Credit card (automatic),0
CUST_01951,50,81.13,3872.48,Two year,No,2,Electronic check,0
CUST_01952,37,58.58,2299.49,Month-to-month,Fiber optic,2,Electronic check,1
CUST_01953,12,35.78,434.54,One year,DSL,2,Credit card (automatic),1
CUST_01954,16,19.06,311.92,Two year,No,0,Electronic check,0
CUST_01955,55,104.79,6480.75,Two year,,2,Electronic check,0
CUST_01956,5,31.96,164.91,Two year,Fiber optic,1,Bank transfer (automatic),0
CUST_01957,28,59.35,1864.27,One year,Fiber optic,2,Bank transfer (automatic),0
CUST_01958,36,45.68,1659.24,Month-to-month,DSL,1,Bank transfer (automatic),0
CUST_01959,28,38.05,1150.4,Two year,Fiber optic,2,Electronic check,0
CUST_01960,30,63.28,1914.24,One year,DSL,1,Bank transfer (automatic),0
CUST_01961,70,64.8,4625.18,One year,Fiber optic,0,Electronic check,0
CUST_01962,3,43.04,126.43,Month-to-month,DSL,0,Credit card (automatic),1
CUST_01963,71,116.91,8000.0,One year,Fiber optic,3,Electronic check,0
CUST_01964,52,61.79,2796.58,Month-to-month,DSL,1,Electronic check,1
CUST_01965,67,77.57,5482.65,One year,DSL,1,Bank transfer (automatic),0
CUST_01966,47,32.08,1517.81,Month-to-month,DSL,0,Electronic check,0
CUST_01967,68,71.98,5225.13,One year,Fiber optic,3,Bank transfer (automatic),0
CUST_01968,6,37.38,191.36,Two year,DSL,0,Electronic check,0
CUST_01969,52,81.65,3980.31,Month-to-month,Fiber optic,0,Mailed check,0
CUST_01970,52,61.72,3273.9,Month-to-month,DSL,1,Electronic check,0
CUST_01971,68,76.33,5134.59,Month-to-month,Fiber optic,1,Mailed check,0
CUST_01972,6,18.0,95.34,Two year,DSL,0,Electronic check,0
CUST_01973,37,45.54,1459.34,One year,No,1,Electronic check,0
CUST_01974,38,75.84,2798.8,Month-to-month,DSL,1,Electronic check,1
CUST_01975,7,43.32,295.63,Month-to-month,DSL,2,Credit card (automatic),1
CUST_01976,45,48.46,2102.03,Month-to-month,DSL,2,Bank transfer (automatic),0
CUST_01977,35,59.8,2368.7,Month-to-month,DSL,0,Electronic check,0
CUST_01978,36,91.25,2995.13,Two year,Fiber optic,2,Electronic check,0
CUST_01979,50,64.77,3448.03,One year,DSL,1,Electronic check,0
CUST_01980,54,64.7,3160.36,Month-to-month,No,1,Electronic check,0
CUST_01981,48,70.38,2916.85,Two year,Fiber optic,0,Mailed check,0
CUST_01982,28,59.48,1725.98,Month-to-month,DSL,0,Mailed check,0
CUST_01983,70,95.36,7362.63,Two year,Fiber optic,1,Credit card (automatic),0
CUST_01984,16,51.99,789.53,Month-to-month,DSL,4,Credit card (automatic),1
CUST_01985,25,53.45,1353.62,One year,DSL,3,Electronic check,0
CUST_01986,36,37.61,1406.84,Two year,DSL,1,Electronic check,0
CUST_01987,23,28.64,692.14,Month-to-month,DSL,0,Electronic check,1
CUST_01988,25,49.33,1271.52,One year,DSL,0,Electronic check,0
CUST_01989,67,81.19,6087.03,Two year,No,2,Bank transfer (automatic),0
CUST_01990,11,36.76,365.87,Month-to-month,Fiber optic,0,Electronic check,1
CUST_01991,37,51.74,2052.92,Month-to-month,No,0,Electronic check,0
CUST_01992,34,61.94,2388.35,One year,DSL,2,Electronic check,0
CUST_01993,7,48.83,326.4,Month-to-month,No,4,Bank transfer (automatic),1
CUST_01994,15,45.95,746.84,Month-to-month,Fiber optic,0,Electronic check,0
CUST_01995,20,60.18,1244.84,Month-to-month,DSL,2,Credit card (automatic),1
CUST_01996,34,60.99,1934.52,One year,No,2,Mailed check,0
CUST_01997,30,51.05,1487.72,Month-to-month,DSL,1,Electronic check,1
CUST_01998,43,63.47,3037.46,Month-to-month,Fiber optic,1,Mailed check,0
CUST_01999,28,37.99,1057.66,Two year,No,0,Mailed check,0
CUST_02000,57,88.14,4712.01,Month-to-month,Fiber optic,1,Mailed check,0
CUST_02001,27,44.36,1375.97,Two year,Fiber optic,1,Mailed check,0
CUST_02002,62,77.18,4500.76,Month-to-month,Fiber optic,1,Electronic check,0
CUST_02003,72,84.71,5261.67,Two year,DSL,0,Electronic check,0
CUST_02004,49,76.92,3429.08,One year,No,2,Electronic check,0
CUST_02005,8,39.13,356.81,Month-to-month,DSL,1,Bank transfer (automatic),0
CUST_02006,65,75.36,4620.56,Two year,DSL,0,Bank transfer (automatic),0
CUST_02007,59,96.44,6305.94,Month-to-month,DSL,1,Bank transfer (automatic),0
CUST_02008,41,72.2,3290.69,Month-to-month,No,3,Credit card (automatic),0
CUST_02009,25,55.48,1188.04,Month-to-month,Fiber optic,3,Mailed check,0
CUST_02010,52,92.67,5157.68,One year,Fiber optic,1,Credit card (automatic),0
CUST_02011,45,51.67,2355.3,Month-to-month,No,0,Mailed check,0
CUST_02012,56,95.84,5567.75,Month-to-month,DSL,1,Mailed check,1
CUST_02013,47,38.66,1782.51,Month-to-month,No,0,Bank transfer (automatic),0
CUST_02014,60,68.18,3631.11,Month-to-month,DSL,0,Electronic check,0
